date,store,sales,promo,holiday
2022-04-02,2,174.51,0,0
2022-04-03,2,178.21,0,0
2022-04-04,2,200.54,0,0
2022-04-05,2,243.52,1,0
2022-04-06,2,199.76,0,0
2022-04-07,2,206.97,0,0
2022-04-08,2,217.36,1,0
2022-04-09,2,205.52,1,0
2022-04-10,2,207.59,1,0
2022-04-11,2,200.84,0,0
2022-04-12,2,215.64,0,0
2022-04-13,2,210.95,0,0
2022-04-14,2,206.08,0,0
2022-04-15,2,181.88,0,0
2022-04-16,2,169.07,0,0
2022-04-17,2,216.75,0,1
2022-04-18,2,199.88,0,0
2022-04-19,2,216.02,0,0
2022-04-20,2,217.73,0,0
2022-04-21,2,208.02,0,0
2022-04-22,2,189.67,0,0
2022-04-23,2,173.11,0,0
2022-04-24,2,182.39,0,0
2022-04-25,2,199.92,0,0
2022-04-26,2,215.37,0,0
2022-04-27,2,251.46,1,0
2022-04-28,2,208.29,0,0
2022-04-29,2,189.2,0,0
2022-04-30,2,182.02,0,0
2022-05-01,2,250.45,1,1
2022-05-02,2,191.86,0,0
2022-05-03,2,211.14,0,0
2022-05-04,2,242.14,1,0
2022-05-05,2,201.72,0,0
2022-05-06,2,187.07,0,0
2022-05-07,2,173.06,0,0
2022-05-08,2,179.39,0,0
2022-05-09,2,187.15,0,0
2022-05-10,2,213.37,0,0
2022-05-11,2,246.22,1,0
2022-05-12,2,231.36,1,0
2022-05-13,2,191.43,0,0
2022-05-14,2,222.06,0,1
2022-05-15,2,173.24,0,0
2022-05-16,2,223.15,1,0
2022-05-17,2,238.81,1,0
2022-05-18,2,251.87,0,1
2022-05-19,2,239.94,1,0
2022-05-20,2,187.52,0,0
2022-05-21,2,176.4,0,0
2022-05-22,2,171.61,0,0
2022-05-23,2,200.49,0,0
2022-05-24,2,206.81,0,0
2022-05-25,2,217.21,0,0
2022-05-26,2,207.53,0,0
2022-05-27,2,225.64,1,0
2022-05-28,2,171.52,0,0
2022-05-29,2,166.88,0,0
2022-05-30,2,198.59,0,0
2022-05-31,2,222.36,0,0
2022-06-01,2,223.46,0,0
2022-06-02,2,207.54,0,0
2022-06-03,2,186.73,0,0
2022-06-04,2,182.45,0,0
2022-06-05,2,177.46,0,0
2022-06-06,2,200.4,0,0
2022-06-07,2,216.23,0,0
2022-06-08,2,222.92,0,0
2022-06-09,2,220.64,0,0
2022-06-10,2,221.5,1,0
2022-06-11,2,176.22,0,0
2022-06-12,2,182.55,0,0
2022-06-13,2,189.52,0,0
2022-06-14,2,210.58,0,0
2022-06-15,2,255.92,0,1
2022-06-16,2,234.57,1,0
2022-06-17,2,220.65,1,0
2022-06-18,2,205.01,1,0
2022-06-19,2,188.63,0,0
2022-06-20,2,198.72,0,0
2022-06-21,2,214.36,0,0
2022-06-22,2,216.68,0,0
2022-06-23,2,208.32,0,0
2022-06-24,2,194.36,0,0
2022-06-25,2,205.13,1,0
2022-06-26,2,180.09,0,0
2022-06-27,2,197.55,0,0
2022-06-28,2,208.02,0,0
2022-06-29,2,214.57,0,0
2022-06-30,2,205.51,0,0
2022-07-01,2,194.96,0,0
2022-07-02,2,181.13,0,0
2022-07-03,2,184.7,0,0
2022-07-04,2,233.67,1,0
2022-07-05,2,244.42,1,0
2022-07-06,2,220.97,0,0
2022-07-07,2,207.73,0,0
2022-07-08,2,222.27,1,0
2022-07-09,2,207.25,1,0
2022-07-10,2,171.89,0,0
2022-07-11,2,199.09,0,0
2022-07-12,2,222.57,0,0
2022-07-13,2,254.0,1,0
2022-07-14,2,243.42,1,0
2022-07-15,2,237.47,0,1
2022-07-16,2,210.96,1,0
2022-07-17,2,185.42,0,0
2022-07-18,2,227.03,1,0
2022-07-19,2,214.22,0,0
2022-07-20,2,252.79,1,0
2022-07-21,2,214.96,0,0
2022-07-22,2,190.94,0,0
2022-07-23,2,178.62,0,0
2022-07-24,2,214.78,1,0
2022-07-25,2,233.47,1,0
2022-07-26,2,238.93,1,0
2022-07-27,2,278.58,1,1
2022-07-28,2,206.54,0,0
2022-07-29,2,185.89,0,0
2022-07-30,2,178.68,0,0
2022-07-31,2,224.39,0,1
2022-08-01,2,198.55,0,0
2022-08-02,2,223.77,0,0
2022-08-03,2,222.05,0,0
2022-08-04,2,211.15,0,0
2022-08-05,2,195.45,0,0
2022-08-06,2,175.87,0,0
2022-08-07,2,260.68,1,1
2022-08-08,2,200.79,0,0
2022-08-09,2,250.21,1,0
2022-08-10,2,215.41,0,0
2022-08-11,2,202.23,0,0
2022-08-12,2,196.78,0,0
2022-08-13,2,183.8,0,0
2022-08-14,2,181.32,0,0
2022-08-15,2,197.17,0,0
2022-08-16,2,222.83,0,0
2022-08-17,2,215.17,0,0
2022-08-18,2,218.56,0,0
2022-08-19,2,188.54,0,0
2022-08-20,2,225.46,0,1
2022-08-21,2,184.54,0,0
2022-08-22,2,274.88,1,1
2022-08-23,2,214.83,0,0
2022-08-24,2,220.65,0,0
2022-08-25,2,240.9,1,0
2022-08-26,2,188.38,0,0
2022-08-27,2,186.32,0,0
2022-08-28,2,183.96,0,0
2022-08-29,2,201.07,0,0
2022-08-30,2,212.93,0,0
2022-08-31,2,239.0,1,0
2022-09-01,2,210.09,0,0
2022-09-02,2,205.8,0,0
2022-09-03,2,186.89,0,0
2022-09-04,2,186.78,0,0
2022-09-05,2,201.25,0,0
2022-09-06,2,218.37,0,0
2022-09-07,2,224.9,0,0
2022-09-08,2,205.49,0,0
2022-09-09,2,199.66,0,0
2022-09-10,2,186.89,0,0
2022-09-11,2,220.82,1,0
2022-09-12,2,205.11,0,0
2022-09-13,2,258.7,0,1
2022-09-14,2,225.88,0,0
2022-09-15,2,214.7,0,0
2022-09-16,2,192.67,0,0
2022-09-17,2,180.8,0,0
2022-09-18,2,188.09,0,0
2022-09-19,2,241.01,1,0
2022-09-20,2,212.76,0,0
2022-09-21,2,255.53,0,1
2022-09-22,2,242.92,1,0
2022-09-23,2,225.04,1,0
2022-09-24,2,214.88,1,0
2022-09-25,2,189.15,0,0
2022-09-26,2,202.5,0,0
2022-09-27,2,226.75,0,0
2022-09-28,2,215.21,0,0
2022-09-29,2,208.3,0,0
2022-09-30,2,194.62,0,0
2022-10-01,2,246.15,1,1
2022-10-02,2,187.4,0,0
2022-10-03,2,242.27,1,0
2022-10-04,2,259.76,0,1
2022-10-05,2,224.72,0,0
2022-10-06,2,206.49,0,0
2022-10-07,2,192.41,0,0
2022-10-08,2,182.84,0,0
2022-10-09,2,187.04,0,0
2022-10-10,2,240.72,1,0
2022-10-11,2,262.79,0,1
2022-10-12,2,218.36,0,0
2022-10-13,2,214.38,0,0
2022-10-14,2,198.33,0,0
2022-10-15,2,230.77,0,1
2022-10-16,2,196.88,0,0
2022-10-17,2,239.59,0,1
2022-10-18,2,216.3,0,0
2022-10-19,2,217.98,0,0
2022-10-20,2,212.32,0,0
2022-10-21,2,198.52,0,0
2022-10-22,2,190.35,0,0
2022-10-23,2,188.95,0,0
2022-10-24,2,203.42,0,0
2022-10-25,2,221.46,0,0
2022-10-26,2,250.44,1,0
2022-10-27,2,264.29,0,1
2022-10-28,2,218.5,1,0
2022-10-29,2,216.69,1,0
2022-10-30,2,199.8,0,0
2022-10-31,2,205.4,0,0
2022-11-01,2,220.1,0,0
2022-11-02,2,223.18,0,0
2022-11-03,2,213.29,0,0
2022-11-04,2,203.75,0,0
2022-11-05,2,175.06,0,0
2022-11-06,2,227.7,1,0
2022-11-07,2,198.6,0,0
2022-11-08,2,220.07,0,0
2022-11-09,2,223.17,0,0
2022-11-10,2,217.49,0,0
2022-11-11,2,189.25,0,0
2022-11-12,2,258.78,1,1
2022-11-13,2,200.5,0,0
2022-11-14,2,199.25,0,0
2022-11-15,2,222.7,0,0
2022-11-16,2,252.35,1,0
2022-11-17,2,217.02,0,0
2022-11-18,2,197.68,0,0
2022-11-19,2,183.61,0,0
2022-11-20,2,193.17,0,0
2022-11-21,2,215.44,0,0
2022-11-22,2,221.15,0,0
2022-11-23,2,229.61,0,0
2022-11-24,2,208.78,0,0
2022-11-25,2,223.16,1,0
2022-11-26,2,189.53,0,0
2022-11-27,2,198.5,0,0
2022-11-28,2,208.54,0,0
2022-11-29,2,220.89,0,0
2022-11-30,2,256.36,1,0
2022-12-01,2,209.34,0,0
2022-12-02,2,201.31,0,0
2022-12-03,2,191.93,0,0
2022-12-04,2,189.17,0,0
2022-12-05,2,204.77,0,0
2022-12-06,2,224.13,0,0
2022-12-07,2,224.53,0,0
2022-12-08,2,245.61,1,0
2022-12-09,2,209.14,0,0
2022-12-10,2,186.63,0,0
2022-12-11,2,219.99,1,0
2022-12-12,2,204.23,0,0
2022-12-13,2,226.87,0,0
2022-12-14,2,226.16,0,0
2022-12-15,2,253.05,0,1
2022-12-16,2,205.6,0,0
2022-12-17,2,195.32,0,0
2022-12-18,2,219.13,1,0
2022-12-19,2,198.48,0,0
2022-12-20,2,228.54,0,0
2022-12-21,2,223.99,0,0
2022-12-22,2,220.6,0,0
2022-12-23,2,229.49,0,1
2022-12-24,2,193.03,0,0
2022-12-25,2,216.42,1,0
2022-12-26,2,211.82,0,0
2022-12-27,2,223.92,0,0
2022-12-28,2,223.0,0,0
2022-12-29,2,214.96,0,0
2022-12-30,2,203.12,0,0
2022-12-31,2,189.45,0,0
2023-01-01,2,195.75,0,0
2023-01-02,2,258.4,0,1
2023-01-03,2,216.38,0,0
2023-01-04,2,276.2,0,1
2023-01-05,2,217.87,0,0
2023-01-06,2,225.54,1,0
2023-01-07,2,182.62,0,0
2023-01-08,2,192.23,0,0
2023-01-09,2,213.47,0,0
2023-01-10,2,223.92,0,0
2023-01-11,2,236.02,0,0
2023-01-12,2,210.44,0,0
2023-01-13,2,200.33,0,0
2023-01-14,2,213.36,1,0
2023-01-15,2,195.35,0,0
2023-01-16,2,213.65,0,0
2023-01-17,2,222.8,0,0
2023-01-18,2,245.79,1,0
2023-01-19,2,259.04,0,1
2023-01-20,2,202.92,0,0
2023-01-21,2,191.99,0,0
2023-01-22,2,200.06,0,0
2023-01-23,2,204.21,0,0
2023-01-24,2,258.65,1,0
2023-01-25,2,235.13,0,0
2023-01-26,2,239.5,1,0
2023-01-27,2,202.69,0,0
2023-01-28,2,187.8,0,0
2023-01-29,2,193.82,0,0
2023-01-30,2,211.65,0,0
2023-01-31,2,293.17,1,1
2023-02-01,2,256.14,1,0
2023-02-02,2,248.91,1,0
2023-02-03,2,196.0,0,0
2023-02-04,2,185.24,0,0
2023-02-05,2,237.98,0,1
2023-02-06,2,234.52,1,0
2023-02-07,2,229.28,0,0
2023-02-08,2,232.18,0,0
2023-02-09,2,210.46,0,0
2023-02-10,2,198.4,0,0
2023-02-11,2,226.99,1,0
2023-02-12,2,230.02,0,1
2023-02-13,2,208.29,0,0
2023-02-14,2,228.61,0,0
2023-02-15,2,234.13,0,0
2023-02-16,2,218.19,0,0
2023-02-17,2,199.15,0,0
2023-02-18,2,228.48,1,0
2023-02-19,2,233.97,1,0
2023-02-20,2,215.86,0,0
2023-02-21,2,227.08,0,0
2023-02-22,2,256.52,1,0
2023-02-23,2,215.64,0,0
2023-02-24,2,205.1,0,0
2023-02-25,2,193.81,0,0
2023-02-26,2,202.64,0,0
2023-02-27,2,214.57,0,0
2023-02-28,2,249.49,1,0
2023-03-01,2,276.17,0,1
2023-03-02,2,215.15,0,0
2023-03-03,2,200.92,0,0
2023-03-04,2,193.32,0,0
2023-03-05,2,205.96,0,0
2023-03-06,2,227.22,0,0
2023-03-07,2,270.39,0,1
2023-03-08,2,230.35,0,0
2023-03-09,2,293.17,1,1
2023-03-10,2,277.63,1,1
2023-03-11,2,190.81,0,0
2023-03-12,2,205.31,0,0
2023-03-13,2,213.17,0,0
2023-03-14,2,230.19,0,0
2023-03-15,2,234.94,0,0
2023-03-16,2,222.95,0,0
2023-03-17,2,207.73,0,0
2023-03-18,2,219.68,1,0
2023-03-19,2,223.89,1,0
2023-03-20,2,236.87,1,0
2023-03-21,2,230.25,0,0
2023-03-22,2,235.86,0,0
2023-03-23,2,223.48,0,0
2023-03-24,2,212.26,0,0
2023-03-25,2,193.09,0,0
2023-03-26,2,200.37,0,0
2023-03-27,2,207.26,0,0
2023-03-28,2,256.47,1,0
2023-03-29,2,235.79,0,0
2023-03-30,2,225.79,0,0
2023-03-31,2,202.77,0,0
2023-04-01,2,193.11,0,0
2023-04-02,2,189.79,0,0
2023-04-03,2,211.28,0,0
2023-04-04,2,233.2,0,0
2023-04-05,2,235.54,0,0
2023-04-06,2,224.4,0,0
2023-04-07,2,204.84,0,0
2023-04-08,2,193.85,0,0
2023-04-09,2,224.43,1,0
2023-04-10,2,216.91,0,0
2023-04-11,2,231.21,0,0
2023-04-12,2,235.47,0,0
2023-04-13,2,249.61,1,0
2023-04-14,2,224.17,1,0
2023-04-15,2,199.65,0,0
2023-04-16,2,195.69,0,0
2023-04-17,2,279.45,1,1
2023-04-18,2,232.92,0,0
2023-04-19,2,231.4,0,0
2023-04-20,2,227.89,0,0
2023-04-21,2,238.37,1,0
2023-04-22,2,227.94,1,0
2023-04-23,2,191.6,0,0
2023-04-24,2,220.18,0,0
2023-04-25,2,231.11,0,0
2023-04-26,2,231.87,0,0
2023-04-27,2,253.66,1,0
2023-04-28,2,196.76,0,0
2023-04-29,2,196.91,0,0
2023-04-30,2,193.63,0,0
2023-05-01,2,207.7,0,0
2023-05-02,2,222.54,0,0
2023-05-03,2,239.63,0,0
2023-05-04,2,220.15,0,0
2023-05-05,2,253.66,0,1
2023-05-06,2,192.54,0,0
2023-05-07,2,190.59,0,0
2023-05-08,2,209.23,0,0
2023-05-09,2,266.68,1,0
2023-05-10,2,263.64,1,0
2023-05-11,2,250.9,1,0
2023-05-12,2,207.14,0,0
2023-05-13,2,228.08,1,0
2023-05-14,2,205.07,0,0
2023-05-15,2,222.41,0,0
2023-05-16,2,229.05,0,0
2023-05-17,2,228.13,0,0
2023-05-18,2,221.93,0,0
2023-05-19,2,207.99,0,0
2023-05-20,2,191.1,0,0
2023-05-21,2,195.04,0,0
2023-05-22,2,217.24,0,0
2023-05-23,2,230.96,0,0
2023-05-24,2,235.28,0,0
2023-05-25,2,250.55,1,0
2023-05-26,2,235.89,1,0
2023-05-27,2,191.65,0,0
2023-05-28,2,244.63,0,1
2023-05-29,2,221.04,0,0
2023-05-30,2,252.32,1,0
2023-05-31,2,230.82,0,0
2023-06-01,2,217.21,0,0
2023-06-02,2,204.14,0,0
2023-06-03,2,196.2,0,0
2023-06-04,2,193.28,0,0
2023-06-05,2,281.61,1,1
2023-06-06,2,266.88,0,1
2023-06-07,2,236.85,0,0
2023-06-08,2,255.39,1,0
2023-06-09,2,234.13,1,0
2023-06-10,2,197.85,0,0
2023-06-11,2,198.15,0,0
2023-06-12,2,215.21,0,0
2023-06-13,2,270.62,1,0
2023-06-14,2,242.87,0,0
2023-06-15,2,248.9,1,0
2023-06-16,2,212.24,0,0
2023-06-17,2,201.37,0,0
2023-06-18,2,195.49,0,0
2023-06-19,2,221.01,0,0
2023-06-20,2,240.29,0,0
2023-06-21,2,230.9,0,0
2023-06-22,2,221.16,0,0
2023-06-23,2,243.53,1,0
2023-06-24,2,199.03,0,0
2023-06-25,2,244.34,0,1
2023-06-26,2,218.97,0,0
2023-06-27,2,274.91,0,1
2023-06-28,2,230.23,0,0
2023-06-29,2,231.33,0,0
2023-06-30,2,244.64,1,0
2023-07-01,2,196.87,0,0
2023-07-02,2,241.71,0,1
2023-07-03,2,209.96,0,0
2023-07-04,2,235.87,0,0
2023-07-05,2,240.08,0,0
2023-07-06,2,256.13,1,0
2023-07-07,2,244.76,1,0
2023-07-08,2,196.7,0,0
2023-07-09,2,205.1,0,0
2023-07-10,2,212.87,0,0
2023-07-11,2,233.54,0,0
2023-07-12,2,236.69,0,0
2023-07-13,2,227.92,0,0
2023-07-14,2,207.64,0,0
2023-07-15,2,198.06,0,0
2023-07-16,2,206.76,0,0
2023-07-17,2,216.13,0,0
2023-07-18,2,225.97,0,0
2023-07-19,2,286.66,0,1
2023-07-20,2,264.05,1,0
2023-07-21,2,203.38,0,0
2023-07-22,2,202.52,0,0
2023-07-23,2,200.46,0,0
2023-07-24,2,249.98,1,0
2023-07-25,2,275.82,0,1
2023-07-26,2,237.09,0,0
2023-07-27,2,223.58,0,0
2023-07-28,2,206.74,0,0
2023-07-29,2,224.84,1,0
2023-07-30,2,199.17,0,0
2023-07-31,2,248.68,1,0
2023-08-01,2,261.12,1,0
2023-08-02,2,272.03,1,0
2023-08-03,2,235.28,0,0
2023-08-04,2,207.64,0,0
2023-08-05,2,200.96,0,0
2023-08-06,2,206.18,0,0
2023-08-07,2,221.73,0,0
2023-08-08,2,235.43,0,0
2023-08-09,2,242.68,0,0
2023-08-10,2,270.61,0,1
2023-08-11,2,234.7,1,0
2023-08-12,2,204.46,0,0
2023-08-13,2,238.47,1,0
2023-08-14,2,215.9,0,0
2023-08-15,2,265.59,1,0
2023-08-16,2,242.73,0,0
2023-08-17,2,227.5,0,0
2023-08-18,2,246.6,1,0
2023-08-19,2,212.29,0,0
2023-08-20,2,230.45,1,0
2023-08-21,2,253.16,0,1
2023-08-22,2,237.27,0,0
2023-08-23,2,243.27,0,0
2023-08-24,2,227.74,0,0
2023-08-25,2,218.85,0,0
2023-08-26,2,234.12,0,1
2023-08-27,2,208.19,0,0
2023-08-28,2,217.39,0,0
2023-08-29,2,274.7,1,0
2023-08-30,2,279.98,1,0
2023-08-31,2,225.41,0,0
2023-09-01,2,209.19,0,0
2023-09-02,2,205.47,0,0
2023-09-03,2,203.14,0,0
2023-09-04,2,250.54,1,0
2023-09-05,2,266.58,1,0
2023-09-06,2,230.77,0,0
2023-09-07,2,229.52,0,0
2023-09-08,2,208.84,0,0
2023-09-09,2,229.05,1,0
2023-09-10,2,212.65,0,0
2023-09-11,2,214.83,0,0
2023-09-12,2,240.87,0,0
2023-09-13,2,239.32,0,0
2023-09-14,2,228.55,0,0
2023-09-15,2,246.59,1,0
2023-09-16,2,203.57,0,0
2023-09-17,2,208.63,0,0
2023-09-18,2,226.31,0,0
2023-09-19,2,235.5,0,0
2023-09-20,2,238.0,0,0
2023-09-21,2,224.87,0,0
2023-09-22,2,208.86,0,0
2023-09-23,2,216.96,0,0
2023-09-24,2,212.35,0,0
2023-09-25,2,215.06,0,0
2023-09-26,2,260.89,1,0
2023-09-27,2,243.82,0,0
2023-09-28,2,233.38,0,0
2023-09-29,2,216.08,0,0
2023-09-30,2,201.29,0,0
2023-10-01,2,205.85,0,0
2023-10-02,2,263.81,0,1
2023-10-03,2,238.28,0,0
2023-10-04,2,230.67,0,0
2023-10-05,2,229.84,0,0
2023-10-06,2,239.43,1,0
2023-10-07,2,273.79,1,1
2023-10-08,2,221.76,0,0
2023-10-09,2,224.35,0,0
2023-10-10,2,266.64,1,0
2023-10-11,2,276.72,1,0
2023-10-12,2,233.76,0,0
2023-10-13,2,216.14,0,0
2023-10-14,2,246.3,0,1
2023-10-15,2,217.46,0,0
2023-10-16,2,217.21,0,0
2023-10-17,2,240.92,0,0
2023-10-18,2,237.83,0,0
2023-10-19,2,234.47,0,0
2023-10-20,2,209.8,0,0
2023-10-21,2,201.53,0,0
2023-10-22,2,206.05,0,0
2023-10-23,2,228.1,0,0
2023-10-24,2,283.5,0,1
2023-10-25,2,266.59,1,0
2023-10-26,2,232.32,0,0
2023-10-27,2,211.19,0,0
2023-10-28,2,197.68,0,0
2023-10-29,2,206.79,0,0
2023-10-30,2,252.02,1,0
2023-10-31,2,251.39,0,0
2023-11-01,2,245.33,0,0
2023-11-02,2,225.51,0,0
2023-11-03,2,212.26,0,0
2023-11-04,2,239.42,1,0
2023-11-05,2,248.67,1,0
2023-11-06,2,215.99,0,0
2023-11-07,2,230.2,0,0
2023-11-08,2,282.87,1,0
2023-11-09,2,264.69,1,0
2023-11-10,2,211.1,0,0
2023-11-11,2,247.34,0,1
2023-11-12,2,195.4,0,0
2023-11-13,2,294.28,1,1
2023-11-14,2,241.59,0,0
2023-11-15,2,248.49,0,0
2023-11-16,2,228.02,0,0
2023-11-17,2,216.22,0,0
2023-11-18,2,200.39,0,0
2023-11-19,2,210.21,0,0
2023-11-20,2,260.14,0,1
2023-11-21,2,238.26,0,0
2023-11-22,2,239.24,0,0
2023-11-23,2,236.7,0,0
2023-11-24,2,220.43,0,0
2023-11-25,2,234.19,1,0
2023-11-26,2,209.47,0,0
2023-11-27,2,257.72,0,1
2023-11-28,2,239.15,0,0
2023-11-29,2,244.31,0,0
2023-11-30,2,246.9,0,0
2023-12-01,2,210.93,0,0
2023-12-02,2,213.04,0,0
2023-12-03,2,214.61,0,0
2023-12-04,2,226.72,0,0
2023-12-05,2,249.8,0,0
2023-12-06,2,246.78,0,0
2023-12-07,2,276.09,0,1
2023-12-08,2,216.57,0,0
2023-12-09,2,212.19,0,0
2023-12-10,2,245.46,1,0
2023-12-11,2,252.54,1,0
2023-12-12,2,234.76,0,0
2023-12-13,2,244.25,0,0
2023-12-14,2,230.49,0,0
2023-12-15,2,216.87,0,0
2023-12-16,2,212.6,0,0
2023-12-17,2,238.04,1,0
2023-12-18,2,225.8,0,0
2023-12-19,2,271.99,1,0
2023-12-20,2,249.86,0,0
2023-12-21,2,223.61,0,0
2023-12-22,2,214.51,0,0
2023-12-23,2,247.82,0,1
2023-12-24,2,216.68,0,0
2023-12-25,2,263.91,0,1
2023-12-26,2,232.67,0,0
2023-12-27,2,279.06,1,0
2023-12-28,2,232.02,0,0
2023-12-29,2,281.94,1,1
2023-12-30,2,234.0,1,0
2023-12-31,2,210.11,0,0
2022-01-01,3,217.27,0,1
2022-01-02,3,177.98,0,0
2022-01-03,3,217.58,1,0
2022-01-04,3,211.04,0,0
2022-01-05,3,207.46,0,0
2022-01-06,3,235.26,0,1
2022-01-07,3,178.07,0,0
2022-01-08,3,162.24,0,0
2022-01-09,3,207.37,1,0
2022-01-10,3,181.54,0,0
2022-01-11,3,230.24,1,0
2022-01-12,3,199.92,0,0
2022-01-13,3,199.09,0,0
2022-01-14,3,211.47,1,0
2022-01-15,3,169.81,0,0
2022-01-16,3,200.15,1,0
2022-01-17,3,185.19,0,0
2022-01-18,3,239.05,1,0
2022-01-19,3,207.89,0,0
2022-01-20,3,201.46,0,0
2022-01-21,3,218.14,0,1
2022-01-22,3,172.7,0,0
2022-01-23,3,182.23,0,0
2022-01-24,3,194.33,0,0
2022-01-25,3,205.02,0,0
2022-01-26,3,252.28,0,1
2022-01-27,3,199.02,0,0
2022-01-28,3,182.96,0,0
2022-01-29,3,210.52,0,1
2022-01-30,3,175.24,0,0
2022-01-31,3,192.81,0,0
2022-02-01,3,202.47,0,0
2022-02-02,3,206.27,0,0
2022-02-03,3,223.63,1,0
2022-02-04,3,205.27,1,0
2022-02-05,3,166.41,0,0
2022-02-06,3,217.21,0,1
2022-02-07,3,187.63,0,0
2022-02-08,3,210.35,0,0
2022-02-09,3,211.87,0,0
2022-02-10,3,191.08,0,0
2022-02-11,3,186.89,0,0
2022-02-12,3,216.9,0,1
2022-02-13,3,171.79,0,0
2022-02-14,3,224.55,1,0
2022-02-15,3,203.85,0,0
2022-02-16,3,242.53,1,0
2022-02-17,3,264.95,1,1
2022-02-18,3,175.0,0,0
2022-02-19,3,211.28,0,1
2022-02-20,3,176.49,0,0
2022-02-21,3,220.81,1,0
2022-02-22,3,232.56,1,0
2022-02-23,3,210.4,0,0
2022-02-24,3,202.97,0,0
2022-02-25,3,184.09,0,0
2022-02-26,3,174.46,0,0
2022-02-27,3,174.11,0,0
2022-02-28,3,229.0,1,0
2022-03-01,3,202.95,0,0
2022-03-02,3,255.18,0,1
2022-03-03,3,207.88,0,0
2022-03-04,3,187.07,0,0
2022-03-05,3,172.89,0,0
2022-03-06,3,175.17,0,0
2022-03-07,3,228.68,1,0
2022-03-08,3,232.07,1,0
2022-03-09,3,208.24,0,0
2022-03-10,3,270.34,1,1
2022-03-11,3,191.21,0,0
2022-03-12,3,176.15,0,0
2022-03-13,3,173.32,0,0
2022-03-14,3,192.29,0,0
2022-03-15,3,236.46,1,0
2022-03-16,3,209.9,0,0
2022-03-17,3,207.57,0,0
2022-03-18,3,178.51,0,0
2022-03-19,3,182.64,0,0
2022-03-20,3,182.65,0,0
2022-03-21,3,199.65,0,0
2022-03-22,3,207.57,0,0
2022-03-23,3,253.05,0,1
2022-03-24,3,225.86,1,0
2022-03-25,3,183.1,0,0
2022-03-26,3,177.42,0,0
2022-03-27,3,185.34,0,0
2022-03-28,3,189.01,0,0
2022-03-29,3,208.41,0,0
2022-03-30,3,213.39,0,0
2022-03-31,3,226.4,1,0
2022-04-01,3,189.03,0,0
2022-04-02,3,201.68,1,0
2022-04-03,3,248.23,1,1
2022-04-04,3,192.64,0,0
2022-04-05,3,206.64,0,0
2022-04-06,3,214.46,0,0
2022-04-07,3,232.65,1,0
2022-04-08,3,214.56,1,0
2022-04-09,3,172.01,0,0
2022-04-10,3,221.16,0,1
2022-04-11,3,203.51,0,0
2022-04-12,3,241.63,1,0
2022-04-13,3,249.83,1,0
2022-04-14,3,197.12,0,0
2022-04-15,3,187.56,0,0
2022-04-16,3,210.51,0,1
2022-04-17,3,212.53,0,1
2022-04-18,3,221.9,1,0
2022-04-19,3,217.24,0,0
2022-04-20,3,219.94,0,0
2022-04-21,3,205.64,0,0
2022-04-22,3,209.46,1,0
2022-04-23,3,175.37,0,0
2022-04-24,3,181.77,0,0
2022-04-25,3,196.82,0,0
2022-04-26,3,232.41,1,0
2022-04-27,3,281.09,1,1
2022-04-28,3,204.45,0,0
2022-04-29,3,190.15,0,0
2022-04-30,3,165.72,0,0
2022-05-01,3,179.8,0,0
2022-05-02,3,197.01,0,0
2022-05-03,3,246.23,1,0
2022-05-04,3,219.36,0,0
2022-05-05,3,238.04,1,0
2022-05-06,3,183.82,0,0
2022-05-07,3,167.51,0,0
2022-05-08,3,178.99,0,0
2022-05-09,3,201.65,0,0
2022-05-10,3,219.3,0,0
2022-05-11,3,219.8,0,0
2022-05-12,3,207.62,0,0
2022-05-13,3,190.07,0,0
2022-05-14,3,214.62,0,1
2022-05-15,3,210.66,1,0
2022-05-16,3,205.34,0,0
2022-05-17,3,237.97,1,0
2022-05-18,3,224.67,0,0
2022-05-19,3,204.21,0,0
2022-05-20,3,195.15,0,0
2022-05-21,3,200.71,1,0
2022-05-22,3,184.59,0,0
2022-05-23,3,193.66,0,0
2022-05-24,3,205.96,0,0
2022-05-25,3,218.04,0,0
2022-05-26,3,211.22,0,0
2022-05-27,3,184.64,0,0
2022-05-28,3,170.6,0,0
2022-05-29,3,211.55,1,0
2022-05-30,3,197.26,0,0
2022-05-31,3,256.12,0,1
2022-06-01,3,222.04,0,0
2022-06-02,3,206.23,0,0
2022-06-03,3,198.5,0,0
2022-06-04,3,179.57,0,0
2022-06-05,3,250.63,1,1
2022-06-06,3,219.99,1,0
2022-06-07,3,242.42,1,0
2022-06-08,3,215.96,0,0
2022-06-09,3,211.68,0,0
2022-06-10,3,191.88,0,0
2022-06-11,3,172.9,0,0
2022-06-12,3,183.57,0,0
2022-06-13,3,201.75,0,0
2022-06-14,3,221.72,0,0
2022-06-15,3,222.43,0,0
2022-06-16,3,211.03,0,0
2022-06-17,3,190.22,0,0
2022-06-18,3,181.09,0,0
2022-06-19,3,189.31,0,0
2022-06-20,3,192.08,0,0
2022-06-21,3,212.69,0,0
2022-06-22,3,284.48,1,1
2022-06-23,3,209.47,0,0
2022-06-24,3,196.42,0,0
2022-06-25,3,176.51,0,0
2022-06-26,3,171.46,0,0
2022-06-27,3,227.04,1,0
2022-06-28,3,219.35,0,0
2022-06-29,3,221.38,0,0
2022-06-30,3,240.06,1,0
2022-07-01,3,189.22,0,0
2022-07-02,3,213.45,0,1
